sku,name,objective_primary,category_nav,form_display,form_key,pack_size_display,requires_rx,requires_validation,can_subscribe,subscription_plan_default,subscription_discount_pct,price_pix_brl,price_card_brl,compare_at_brl,cogs_estimate_brl,margin_target_pct,lead_time_days,shipping_class,seo_slug,seo_title,tags,short_benefit,active_ingredients,whatsapp_flow,upsell_parametrizado,builder_template_id,status,priority_rank
MJOY-0064,Probiótico,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,probiotico,Probiótico | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Probiótico,none,True,probiotico,draft,64
MJOY-0065,Butirato 100 mg,Intestino,Intestino,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,butirato-100-mg,Butirato 100 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Butirato 100 mg,none,True,butirato,draft,65
MJOY-0066,Psyllium 300 g,Intestino,Intestino,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,psyllium-300-g-mjoy-0066,Psyllium 300 g | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Psyllium 300 g,none,True,psyllium,draft,66
MJOY-0067,Morosil,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,morosil,Morosil | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Morosil,none,True,morosil,draft,67
MJOY-0068,Creatina,Energia & Performance,Energia & Performance,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,creatina,Creatina | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Creatina,none,True,creatina,draft,68
MJOY-0069,Colágeno 100 mg,Cabelo,Cabelo,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno-100-mg,Colágeno 100 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno 100 mg,none,True,colageno,draft,69
MJOY-0070,Silimarina 500 mg,Detox & Fígado,Detox & Fígado,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,silimarina-500-mg-mjoy-0070,Silimarina 500 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina 500 mg,none,True,silimarina,draft,70
MJOY-0071,Tribulus Terrestris 500 mg (40% saponinas),Hormonal & Libido,Hormonal & Libido,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,tribulus-terrestris-500-mg-40-saponinas-mjoy-0071,Tribulus Terrestris 500 mg (40% saponinas) | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Tribulus Terrestris 500 mg (40% saponinas),none,True,tribulus-terrestris,draft,71
MJOY-0072,Colina 500 mg,Detox & Fígado,Detox & Fígado,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colina-500-mg,Colina 500 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colina 500 mg,none,True,colina,draft,72
MJOY-0073,Colágeno 300 mg,Cabelo,Cabelo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno-300-mg,Colágeno 300 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno 300 mg,none,True,colageno,draft,73
MJOY-0074,Butirato 500 mg,Intestino,Intestino,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,butirato-500-mg,Butirato 500 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Butirato 500 mg,none,True,butirato,draft,74
MJOY-0075,Valeriana 500 mg,Sono,Sono,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,valeriana-500-mg-mjoy-0075,Valeriana 500 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Valeriana 500 mg,none,True,valeriana,draft,75
MJOY-0076,Psyllium 300 g,Intestino,Intestino,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,psyllium-300-g-mjoy-0076,Psyllium 300 g | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Psyllium 300 g,none,True,psyllium,draft,76
MJOY-0077,Silimarina,Pele & Beleza,Pele & Beleza,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,silimarina,Silimarina | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina,none,True,silimarina,draft,77
MJOY-0078,Boswellia 500 mg,Articulações,Articulações,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,boswellia-500-mg,Boswellia 500 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Boswellia 500 mg,none,True,boswellia,draft,78
MJOY-0079,Inibidor De Apetite (Fibras) 100 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,inibidor-de-apetite-fibras-100-mg-mjoy-0079,Inibidor De Apetite (Fibras) 100 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inibidor De Apetite (Fibras) 100 mg,none,True,inibidor-de-apetite-fibras,draft,79
MJOY-0080,Enzimas Digestivas 100 mg,Intestino,Intestino,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,enzimas-digestivas-100-mg,Enzimas Digestivas 100 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Enzimas Digestivas 100 mg,none,True,enzimas-digestivas,draft,80
MJOY-0081,Inibidor De Apetite (Fibras) 300 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,inibidor-de-apetite-fibras-300-mg,Inibidor De Apetite (Fibras) 300 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inibidor De Apetite (Fibras) 300 mg,none,True,inibidor-de-apetite-fibras,draft,81
MJOY-0082,Alcachofra 500 mg,Detox & Fígado,Detox & Fígado,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,alcachofra-500-mg,Alcachofra 500 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Alcachofra 500 mg,none,True,alcachofra,draft,82
MJOY-0083,Resveratrol 500 mg,Pele & Beleza,Pele & Beleza,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,resveratrol-500-mg-mjoy-0083,Resveratrol 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol 500 mg,none,True,resveratrol,draft,83
MJOY-0084,NAC 300 mg,Detox & Fígado,Detox & Fígado,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-300-mg-mjoy-0084,NAC 300 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 300 mg,none,True,nac,draft,84
MJOY-0085,Citrulina 100 mg,Energia & Performance,Energia & Performance,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,citrulina-100-mg,Citrulina 100 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Citrulina 100 mg,none,True,citrulina,draft,85
MJOY-0086,NAC 300 mg,Pele & Beleza,Pele & Beleza,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-300-mg-mjoy-0086,NAC 300 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 300 mg,none,True,nac,draft,86
MJOY-0087,NAC 300 mg,Detox & Fígado,Detox & Fígado,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-300-mg-mjoy-0087,NAC 300 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 300 mg,none,True,nac,draft,87
MJOY-0088,Própolis 500 mg,Imunidade,Imunidade,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,propolis-500-mg,Própolis 500 mg | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Própolis 500 mg,none,True,propolis,draft,88
MJOY-0089,Vitamina D3,Imunidade,Imunidade,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,vitamina-d3,Vitamina D3 | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Vitamina D3,none,True,vitamina-d3,draft,89
MJOY-0090,Probiótico 5% + ativos,Intestino,Intestino,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,probiotico-5-ativos,Probiótico 5% + ativos | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Probiótico 5% + ativos,none,True,probiotico,draft,90
MJOY-0091,Probiótico 300 mg,Intestino,Intestino,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,probiotico-300-mg-mjoy-0091,Probiótico 300 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Probiótico 300 mg,none,True,probiotico,draft,91
MJOY-0092,Psyllium,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,psyllium,Psyllium | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Psyllium,none,True,psyllium,draft,92
MJOY-0093,Curcuma 600 mg,Articulações,Articulações,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma-600-mg-mjoy-0093,Curcuma 600 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma 600 mg,none,True,curcuma,draft,93
MJOY-0094,Biotina 5% + ativos,Pele & Beleza,Pele & Beleza,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,biotina-5-ativos,Biotina 5% + ativos | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina 5% + ativos,none,True,biotina,draft,94
MJOY-0095,Colágeno,Cabelo,Cabelo,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno,Colágeno | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno,none,True,colageno,draft,95
MJOY-0096,Inositol 100 mg,Ansiedade & Humor,Ansiedade & Humor,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,inositol-100-mg,Inositol 100 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inositol 100 mg,none,True,inositol,draft,96
MJOY-0097,Biotina 5 mg,Cabelo,Cabelo,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,biotina-5-mg-mjoy-0097,Biotina 5 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina 5 mg,none,True,biotina,draft,97
MJOY-0098,Silimarina 5% + ativos,Pele & Beleza,Pele & Beleza,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,silimarina-5-ativos-mjoy-0098,Silimarina 5% + ativos | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina 5% + ativos,none,True,silimarina,draft,98
MJOY-0099,Butirato,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,butirato,Butirato | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Butirato,none,True,butirato,draft,99
MJOY-0100,Boldo 5% + ativos,Detox & Fígado,Detox & Fígado,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,boldo-5-ativos,Boldo 5% + ativos | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Boldo 5% + ativos,none,True,boldo,draft,100
MJOY-0101,Inulina,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,inulina,Inulina | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inulina,none,True,inulina,draft,101
MJOY-0102,Vitamina D3 5.000 UI,Imunidade,Imunidade,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,vitamina-d3-5-000-ui-mjoy-0102,Vitamina D3 5.000 UI | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Vitamina D3 5.000 UI,none,True,vitamina-d3,draft,102
MJOY-0103,Óleo De Hortelã-Pimenta 300 mg,Intestino,Intestino,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,oleo-de-hortela-pimenta-300-mg,Óleo De Hortelã-Pimenta 300 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Óleo De Hortelã-Pimenta 300 mg,none,True,oleo-de-hortela-pimenta,draft,103
MJOY-0104,Chá Verde 500 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,cha-verde-500-mg,Chá Verde 500 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Chá Verde 500 mg,none,True,cha-verde,draft,104
MJOY-0105,Creatina 200 g,Energia & Performance,Energia & Performance,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,creatina-200-g-mjoy-0105,Creatina 200 g | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Creatina 200 g,none,True,creatina,draft,105
MJOY-0106,Resveratrol 100 mg,Detox & Fígado,Detox & Fígado,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,resveratrol-100-mg,Resveratrol 100 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol 100 mg,none,True,resveratrol,draft,106
MJOY-0107,Coenzima Q10,Energia & Performance,Energia & Performance,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,coenzima-q10,Coenzima Q10 | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Coenzima Q10,none,True,coenzima-q10,draft,107
MJOY-0108,Glucosamina 5% + ativos,Articulações,Articulações,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,glucosamina-5-ativos,Glucosamina 5% + ativos | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Glucosamina 5% + ativos,none,True,glucosamina,draft,108
MJOY-0109,Resveratrol 5% + ativos,Pele & Beleza,Pele & Beleza,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,resveratrol-5-ativos,Resveratrol 5% + ativos | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol 5% + ativos,none,True,resveratrol,draft,109
MJOY-0110,Magnésio Treonato 500 mg,Sono,Sono,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,magnesio-treonato-500-mg,Magnésio Treonato 500 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Magnésio Treonato 500 mg,none,True,magnesio-treonato,draft,110
MJOY-0111,Valeriana 5% + ativos,Sono,Sono,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,valeriana-5-ativos-mjoy-0111,Valeriana 5% + ativos | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Valeriana 5% + ativos,none,True,valeriana,draft,111
MJOY-0112,Resveratrol 500 mg,Pele & Beleza,Pele & Beleza,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,resveratrol-500-mg-mjoy-0112,Resveratrol 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol 500 mg,none,True,resveratrol,draft,112
MJOY-0113,Psyllium 5% + ativos,Intestino,Intestino,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,psyllium-5-ativos,Psyllium 5% + ativos | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Psyllium 5% + ativos,none,True,psyllium,draft,113
MJOY-0114,Enzimas Digestivas,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,enzimas-digestivas-mjoy-0114,Enzimas Digestivas | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Enzimas Digestivas,none,True,enzimas-digestivas,draft,114
MJOY-0115,Ácido Hialurônico 500 mg,Pele & Beleza,Pele & Beleza,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,acido-hialuronico-500-mg,Ácido Hialurônico 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ácido Hialurônico 500 mg,none,True,acido-hialuronico,draft,115
MJOY-0116,Boldo 300 mg,Detox & Fígado,Detox & Fígado,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,boldo-300-mg-mjoy-0116,Boldo 300 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Boldo 300 mg,none,True,boldo,draft,116
MJOY-0117,L-Teanina 300 mg,Ansiedade & Humor,Ansiedade & Humor,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-teanina-300-mg-mjoy-0117,L-Teanina 300 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Teanina 300 mg,none,True,l-teanina,draft,117
MJOY-0118,Curcuma 450 mg,Articulações,Articulações,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma-450-mg-mjoy-0118,Curcuma 450 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma 450 mg,none,True,curcuma,draft,118
MJOY-0119,Boldo,Detox & Fígado,Detox & Fígado,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,boldo,Boldo | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Boldo,none,True,boldo,draft,119
MJOY-0120,Taurina 100 mg,Energia & Performance,Energia & Performance,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,taurina-100-mg-mjoy-0120,Taurina 100 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Taurina 100 mg,none,True,taurina,draft,120
MJOY-0121,Alcachofra,Detox & Fígado,Detox & Fígado,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,alcachofra,Alcachofra | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Alcachofra,none,True,alcachofra,draft,121
MJOY-0122,Ashwagandha 500 mg,Ansiedade & Humor,Ansiedade & Humor,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,ashwagandha-500-mg,Ashwagandha 500 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ashwagandha 500 mg,none,True,ashwagandha,draft,122
MJOY-0123,L-Teanina 300 mg,Sono,Sono,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-teanina-300-mg-mjoy-0123,L-Teanina 300 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Teanina 300 mg,none,True,l-teanina,draft,123
MJOY-0124,Saw Palmetto 160 mg,Hormonal & Libido,Hormonal & Libido,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,saw-palmetto-160-mg-mjoy-0124,Saw Palmetto 160 mg | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Saw Palmetto 160 mg,none,True,saw-palmetto,draft,124
MJOY-0125,NAC 500 mg,Pele & Beleza,Pele & Beleza,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-500-mg-mjoy-0125,NAC 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 500 mg,none,True,nac,draft,125
MJOY-0126,Msm 500 mg,Articulações,Articulações,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,msm-500-mg,Msm 500 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Msm 500 mg,none,True,msm,draft,126
MJOY-0127,Citrulina 500 mg,Energia & Performance,Energia & Performance,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,citrulina-500-mg-mjoy-0127,Citrulina 500 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Citrulina 500 mg,none,True,citrulina,draft,127
MJOY-0128,Glucosamina 100 mg,Articulações,Articulações,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,glucosamina-100-mg,Glucosamina 100 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Glucosamina 100 mg,none,True,glucosamina,draft,128
MJOY-0129,Maca Peruana 500 mg,Hormonal & Libido,Hormonal & Libido,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,maca-peruana-500-mg-mjoy-0129,Maca Peruana 500 mg | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Maca Peruana 500 mg,none,True,maca-peruana,draft,129
MJOY-0130,Picolinato De Cromo 100 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,picolinato-de-cromo-100-mg,Picolinato De Cromo 100 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Picolinato De Cromo 100 mg,none,True,picolinato-de-cromo,draft,130
MJOY-0131,Curcuma 450 mg,Articulações,Articulações,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma-450-mg-mjoy-0131,Curcuma 450 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma 450 mg,none,True,curcuma,draft,131
MJOY-0132,Resveratrol,Detox & Fígado,Detox & Fígado,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,resveratrol,Resveratrol | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol,none,True,resveratrol,draft,132
