sku,name,objective_primary,category_nav,form_display,form_key,pack_size_display,requires_rx,requires_validation,can_subscribe,subscription_plan_default,subscription_discount_pct,price_pix_brl,price_card_brl,compare_at_brl,cogs_estimate_brl,margin_target_pct,lead_time_days,shipping_class,seo_slug,seo_title,tags,short_benefit,active_ingredients,whatsapp_flow,upsell_parametrizado,builder_template_id,status,priority_rank
MJOY-0133,Triptofano 500 mg,Ansiedade & Humor,Ansiedade & Humor,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,triptofano-500-mg,Triptofano 500 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Triptofano 500 mg,none,True,triptofano,draft,133
MJOY-0134,Zinco 30 mg,Cabelo,Cabelo,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,zinco-30-mg-mjoy-0134,Zinco 30 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Zinco 30 mg,none,True,zinco,draft,134
MJOY-0135,Colágeno 5% + ativos,Cabelo,Cabelo,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,colageno-5-ativos,Colágeno 5% + ativos | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno 5% + ativos,none,True,colageno,draft,135
MJOY-0136,Taurina 300 mg,Energia & Performance,Energia & Performance,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,taurina-300-mg,Taurina 300 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Taurina 300 mg,none,True,taurina,draft,136
MJOY-0137,Msm 100 mg,Articulações,Articulações,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,msm-100-mg,Msm 100 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Msm 100 mg,none,True,msm,draft,137
MJOY-0138,Silimarina 500 mg,Detox & Fígado,Detox & Fígado,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,silimarina-500-mg-mjoy-0138,Silimarina 500 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina 500 mg,none,True,silimarina,draft,138
MJOY-0139,Melatonina 5 mg,Sono,Sono,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,melatonina-5-mg,Melatonina 5 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Melatonina 5 mg,none,True,melatonina,draft,139
MJOY-0140,Ômega-3 5% + ativos,Articulações,Articulações,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,omega-3-5-ativos,Ômega-3 5% + ativos | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ômega-3 5% + ativos,none,True,omega-3,draft,140
MJOY-0141,Inibidor De Apetite (Fibras) 5% + ativos,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,inibidor-de-apetite-fibras-5-ativos-mjoy-0141,Inibidor De Apetite (Fibras) 5% + ativos | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inibidor De Apetite (Fibras) 5% + ativos,none,True,inibidor-de-apetite-fibras,draft,141
MJOY-0142,Enzimas Digestivas,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,enzimas-digestivas-mjoy-0142,Enzimas Digestivas | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Enzimas Digestivas,none,True,enzimas-digestivas,draft,142
MJOY-0143,Biotina 5 mg,Cabelo,Cabelo,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,biotina-5-mg-mjoy-0143,Biotina 5 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina 5 mg,none,True,biotina,draft,143
MJOY-0144,Zinco 30 mg,Imunidade,Imunidade,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,zinco-30-mg-mjoy-0144,Zinco 30 mg | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Zinco 30 mg,none,True,zinco,draft,144
MJOY-0145,Berberina 500 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,berberina-500-mg-mjoy-0145,Berberina 500 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Berberina 500 mg,none,True,berberina,draft,145
MJOY-0146,L-Teanina 100 mg,Ansiedade & Humor,Ansiedade & Humor,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-teanina-100-mg,L-Teanina 100 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Teanina 100 mg,none,True,l-teanina,draft,146
MJOY-0147,Biotina 5 mg,Pele & Beleza,Pele & Beleza,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,biotina-5-mg-mjoy-0147,Biotina 5 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina 5 mg,none,True,biotina,draft,147
MJOY-0148,Colágeno Tipo Ii 300 mg,Articulações,Articulações,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno-tipo-ii-300-mg,Colágeno Tipo Ii 300 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno Tipo Ii 300 mg,none,True,colageno-tipo-ii,draft,148
MJOY-0149,Glicina 100 mg,Sono,Sono,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,glicina-100-mg-mjoy-0149,Glicina 100 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Glicina 100 mg,none,True,glicina,draft,149
MJOY-0150,Curcuma 600 mg,Articulações,Articulações,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma-600-mg-mjoy-0150,Curcuma 600 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma 600 mg,none,True,curcuma,draft,150
MJOY-0151,Creatina 200 g,Energia & Performance,Energia & Performance,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,creatina-200-g-mjoy-0151,Creatina 200 g | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Creatina 200 g,none,True,creatina,draft,151
MJOY-0152,Zinco 5% + ativos,Cabelo,Cabelo,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,zinco-5-ativos,Zinco 5% + ativos | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Zinco 5% + ativos,none,True,zinco,draft,152
MJOY-0153,L-Carnitina 500 mg,Energia & Performance,Energia & Performance,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-carnitina-500-mg,L-Carnitina 500 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Carnitina 500 mg,none,True,l-carnitina,draft,153
MJOY-0154,Peptídeos 100 mg,Cabelo,Cabelo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,peptideos-100-mg,Peptídeos 100 mg | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Peptídeos 100 mg,none,True,peptideos,draft,154
MJOY-0155,Inulina 500 mg,Intestino,Intestino,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,inulina-500-mg,Inulina 500 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inulina 500 mg,none,True,inulina,draft,155
MJOY-0156,Colágeno 500 mg,Pele & Beleza,Pele & Beleza,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno-500-mg-mjoy-0156,Colágeno 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno 500 mg,none,True,colageno,draft,156
MJOY-0157,Zinco 30 mg,Hormonal & Libido,Hormonal & Libido,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,zinco-30-mg-mjoy-0157,Zinco 30 mg | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Zinco 30 mg,none,True,zinco,draft,157
MJOY-0158,L-Teanina 300 mg,Ansiedade & Humor,Ansiedade & Humor,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-teanina-300-mg-mjoy-0158,L-Teanina 300 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Teanina 300 mg,none,True,l-teanina,draft,158
MJOY-0159,Valeriana 500 mg,Sono,Sono,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,valeriana-500-mg-mjoy-0159,Valeriana 500 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Valeriana 500 mg,none,True,valeriana,draft,159
MJOY-0160,Silimarina 100 mg,Detox & Fígado,Detox & Fígado,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,silimarina-100-mg,Silimarina 100 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina 100 mg,none,True,silimarina,draft,160
MJOY-0161,Glucosamina 300 mg,Articulações,Articulações,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,glucosamina-300-mg,Glucosamina 300 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Glucosamina 300 mg,none,True,glucosamina,draft,161
MJOY-0162,Dhea (Sob Avaliação) 100 mg,Hormonal & Libido,Hormonal & Libido,Sachê,sachet,30 sachês,True,True,True,MENSAL,10,,,,,65,2,PADRAO,dhea-sob-avaliacao-100-mg,Dhea (Sob Avaliação) 100 mg | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Dhea (Sob Avaliação) 100 mg,rx_upload,True,dhea-sob-avaliacao,draft,162
MJOY-0163,Biotina,Cabelo,Cabelo,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,biotina,Biotina | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina,none,True,biotina,draft,163
MJOY-0164,5-HTP 300 mg,Ansiedade & Humor,Ansiedade & Humor,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,5-htp-300-mg,5-HTP 300 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,5-HTP 300 mg,none,True,5-htp,draft,164
MJOY-0165,Triptofano 100 mg,Ansiedade & Humor,Ansiedade & Humor,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,triptofano-100-mg,Triptofano 100 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Triptofano 100 mg,none,True,triptofano,draft,165
MJOY-0166,Peptídeos 5% + ativos,Cabelo,Cabelo,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,peptideos-5-ativos,Peptídeos 5% + ativos | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Peptídeos 5% + ativos,none,True,peptideos,draft,166
MJOY-0167,L-Carnitina 100 mg,Energia & Performance,Energia & Performance,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-carnitina-100-mg-mjoy-0167,L-Carnitina 100 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Carnitina 100 mg,none,True,l-carnitina,draft,167
MJOY-0168,Probiótico 300 mg,Intestino,Intestino,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,probiotico-300-mg-mjoy-0168,Probiótico 300 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Probiótico 300 mg,none,True,probiotico,draft,168
MJOY-0169,Probiótico 100 mg,Intestino,Intestino,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,probiotico-100-mg,Probiótico 100 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Probiótico 100 mg,none,True,probiotico,draft,169
MJOY-0170,Silimarina 5% + ativos,Pele & Beleza,Pele & Beleza,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,silimarina-5-ativos-mjoy-0170,Silimarina 5% + ativos | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Silimarina 5% + ativos,none,True,silimarina,draft,170
MJOY-0171,NAC 100 mg,Detox & Fígado,Detox & Fígado,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-100-mg,NAC 100 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 100 mg,none,True,nac,draft,171
MJOY-0172,L-Teanina 300 mg,Sono,Sono,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-teanina-300-mg-mjoy-0172,L-Teanina 300 mg | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Teanina 300 mg,none,True,l-teanina,draft,172
MJOY-0173,Boldo 300 mg,Detox & Fígado,Detox & Fígado,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,boldo-300-mg-mjoy-0173,Boldo 300 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Boldo 300 mg,none,True,boldo,draft,173
MJOY-0174,Valeriana 5% + ativos,Sono,Sono,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,valeriana-5-ativos-mjoy-0174,Valeriana 5% + ativos | MeJoy,sono;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Valeriana 5% + ativos,none,True,valeriana,draft,174
MJOY-0175,Vitamina D3 10.000 UI,Cabelo,Cabelo,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,vitamina-d3-10-000-ui,Vitamina D3 10.000 UI | MeJoy,cabelo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Vitamina D3 10.000 UI,none,True,vitamina-d3,draft,175
MJOY-0176,Berberina 500 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Cápsulas,caps,60 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,berberina-500-mg-mjoy-0176,Berberina 500 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Berberina 500 mg,none,True,berberina,draft,176
MJOY-0177,Ácido Hialurônico 300 mg,Pele & Beleza,Pele & Beleza,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,acido-hialuronico-300-mg,Ácido Hialurônico 300 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ácido Hialurônico 300 mg,none,True,acido-hialuronico,draft,177
MJOY-0178,Biotina 5 mg,Pele & Beleza,Pele & Beleza,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,biotina-5-mg-mjoy-0178,Biotina 5 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Biotina 5 mg,none,True,biotina,draft,178
MJOY-0179,Curcuma 600 mg,Articulações,Articulações,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma-600-mg-mjoy-0179,Curcuma 600 mg | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma 600 mg,none,True,curcuma,draft,179
MJOY-0180,Ashwagandha 100 mg,Ansiedade & Humor,Ansiedade & Humor,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,ashwagandha-100-mg,Ashwagandha 100 mg | MeJoy,ansiedade-&-humor;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ashwagandha 100 mg,none,True,ashwagandha,draft,180
MJOY-0181,Colágeno 500 mg,Pele & Beleza,Pele & Beleza,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,colageno-500-mg-mjoy-0181,Colágeno 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colágeno 500 mg,none,True,colageno,draft,181
MJOY-0182,Butirato 5% + ativos,Intestino,Intestino,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,butirato-5-ativos,Butirato 5% + ativos | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Butirato 5% + ativos,none,True,butirato,draft,182
MJOY-0183,Curcuma,Articulações,Articulações,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,curcuma,Curcuma | MeJoy,articulações;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Curcuma,none,True,curcuma,draft,183
MJOY-0184,NAC 300 mg,Pele & Beleza,Pele & Beleza,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-300-mg-mjoy-0184,NAC 300 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 300 mg,none,True,nac,draft,184
MJOY-0185,Selênio 300 mg,Imunidade,Imunidade,Gotas,drops,30 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,selenio-300-mg,Selênio 300 mg | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Selênio 300 mg,none,True,selenio,draft,185
MJOY-0186,Quercetina 500 mg,Imunidade,Imunidade,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,quercetina-500-mg-mjoy-0186,Quercetina 500 mg | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Quercetina 500 mg,none,True,quercetina,draft,186
MJOY-0187,NAC 500 mg,Detox & Fígado,Detox & Fígado,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,nac-500-mg-mjoy-0187,NAC 500 mg | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,NAC 500 mg,none,True,nac,draft,187
MJOY-0188,Berberina 500 mg,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,berberina-500-mg-mjoy-0188,Berberina 500 mg | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Berberina 500 mg,none,True,berberina,draft,188
MJOY-0189,L-Carnitina 100 mg,Energia & Performance,Energia & Performance,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,l-carnitina-100-mg-mjoy-0189,L-Carnitina 100 mg | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,L-Carnitina 100 mg,none,True,l-carnitina,draft,189
MJOY-0190,Glutamina 300 mg,Intestino,Intestino,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,glutamina-300-mg,Glutamina 300 mg | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Glutamina 300 mg,none,True,glutamina,draft,190
MJOY-0191,Multivitamínico 500 mg,Imunidade,Imunidade,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,multivitaminico-500-mg,Multivitamínico 500 mg | MeJoy,imunidade;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Multivitamínico 500 mg,none,True,multivitaminico,draft,191
MJOY-0192,Inibidor De Apetite (Fibras) 5% + ativos,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,inibidor-de-apetite-fibras-5-ativos-mjoy-0192,Inibidor De Apetite (Fibras) 5% + ativos | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Inibidor De Apetite (Fibras) 5% + ativos,none,True,inibidor-de-apetite-fibras,draft,192
MJOY-0193,Ácido Hialurônico 5% + ativos,Pele & Beleza,Pele & Beleza,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,acido-hialuronico-5-ativos,Ácido Hialurônico 5% + ativos | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Ácido Hialurônico 5% + ativos,none,True,acido-hialuronico,draft,193
MJOY-0194,Tribulus Terrestris 500 mg (40% saponinas),Hormonal & Libido,Hormonal & Libido,Sachê,sachet,30 sachês,False,False,True,MENSAL,10,,,,,65,2,PADRAO,tribulus-terrestris-500-mg-40-saponinas-mjoy-0194,Tribulus Terrestris 500 mg (40% saponinas) | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Tribulus Terrestris 500 mg (40% saponinas),none,True,tribulus-terrestris,draft,194
MJOY-0195,Creatina 200 g,Energia & Performance,Energia & Performance,Creme,cream,50 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,creatina-200-g-mjoy-0195,Creatina 200 g | MeJoy,energia-&-performance;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Creatina 200 g,none,True,creatina,draft,195
MJOY-0196,Colina 5% + ativos,Detox & Fígado,Detox & Fígado,Solução Tópica,topical,100 mL,False,False,True,MENSAL,10,,,,,65,3,PADRAO,colina-5-ativos,Colina 5% + ativos | MeJoy,detox-&-fígado;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Colina 5% + ativos,none,True,colina,draft,196
MJOY-0197,Psyllium 300 g,Emagrecimento & Metabolismo,Emagrecimento & Metabolismo,Shampoo,shampoo,200 mL,False,False,True,MENSAL,10,,,,,65,2,PADRAO,psyllium-300-g-mjoy-0197,Psyllium 300 g | MeJoy,emagrecimento-&-metabolismo;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Psyllium 300 g,none,True,psyllium,draft,197
MJOY-0198,Resveratrol 500 mg,Pele & Beleza,Pele & Beleza,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,resveratrol-500-mg-mjoy-0198,Resveratrol 500 mg | MeJoy,pele-&-beleza;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Resveratrol 500 mg,none,True,resveratrol,draft,198
MJOY-0199,Saw Palmetto 160 mg,Hormonal & Libido,Hormonal & Libido,Cápsulas,caps,120 cápsulas,False,False,True,MENSAL,10,,,,,65,2,PADRAO,saw-palmetto-160-mg-mjoy-0199,Saw Palmetto 160 mg | MeJoy,hormonal-&-libido;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Saw Palmetto 160 mg,none,True,saw-palmetto,draft,199
MJOY-0200,Óleo De Hortelã-Pimenta,Intestino,Intestino,Pó,powder,200 g,False,False,True,MENSAL,10,,,,,65,2,PADRAO,oleo-de-hortela-pimenta,Óleo De Hortelã-Pimenta | MeJoy,intestino;manipulado;moonjoy,Fórmula manipulada com qualidade e entrega nacional.,Óleo De Hortelã-Pimenta,none,True,oleo-de-hortela-pimenta,draft,200
